time,open,high,low,close,Volume
2024-04-04,1.6667,1.7436,1.6584,1.684,5580692.09999999
2024-04-05,1.684,1.684,1.5418,1.6081,5798839.29999999
2024-04-06,1.6096,1.645,1.6013,1.6251,2038858.8
2024-04-07,1.6245,1.6684,1.6173,1.6418,2723149.9
2024-04-08,1.6393,1.7226,1.619,1.7097,4108185.5
2024-04-09,1.7105,1.7185,1.5713,1.5742,5673012.69999999
2024-04-10,1.5745,1.5841,1.4588,1.5223,8028392.99999999
2024-04-11,1.5202,1.5603,1.4754,1.4907,6659485.20000001
2024-04-12,1.4908,1.5143,1.0338,1.2402,27380669.30000001
2024-04-13,1.2402,1.2463,0.8973,1.0644,26163225.4
2024-04-14,1.0629,1.2094,1.0274,1.1997,15326959.79999998
2024-04-15,1.1961,1.2997,1.1161,1.1711,13566890.79999999
2024-04-16,1.1724,1.2687,1.1059,1.2221,14946635.00000001
2024-04-17,1.2218,1.3578,1.1784,1.2596,13903954.10000001
2024-04-18,1.2596,1.2874,1.1993,1.253,7886946.6
2024-04-19,1.2534,1.3915,1.1344,1.3333,13008297.30000001
2024-04-20,1.3327,1.4355,1.3053,1.4279,6950229.1
2024-04-21,1.4271,1.4456,1.3409,1.3717,4510091.3
2024-04-22,1.3716,1.441,1.3544,1.3937,4662450.1
2024-04-23,1.3945,1.4176,1.3109,1.3263,4609431.5
2024-04-24,1.3254,1.3495,1.2357,1.2504,7109693.89999999
2024-04-25,1.2499,1.2653,1.1869,1.2238,8227581.39999999
2024-04-26,1.2235,1.2296,1.1619,1.1751,5787221.00000001
2024-04-27,1.1751,1.2313,1.1201,1.21,6147041
2024-04-28,1.2057,1.26,1.2057,1.2165,2642504.8
2024-04-29,1.2157,1.2306,1.1668,1.1932,4482321.40000001
2024-04-30,1.1911,1.2053,1.072,1.1431,12095380.70000001
2024-05-01,1.142,1.1651,1.0671,1.1456,10161821.1
2024-05-02,1.1455,1.1605,1.0915,1.1215,6155889.8
2024-05-03,1.1221,1.1459,1.042,1.1118,15494496.3
2024-05-04,1.1126,1.1244,1.0624,1.0908,15789671.5
2024-05-05,1.0908,1.122,1.04,1.0974,11340043.20000001
2024-05-06,1.0967,1.1519,1.0787,1.093,17401117.59999998
2024-05-07,1.093,1.1452,1.0757,1.0793,13825492.69999997
2024-05-08,1.0793,1.0831,1.0042,1.0099,12876575.7
2024-05-09,1.0095,1.0404,0.9734,1.026,11791881.4
2024-05-10,1.0273,1.1095,1.0018,1.0075,14384821.7
2024-05-11,1.0075,1.0326,0.99,0.993,3660029.6
2024-05-12,0.993,1.0201,0.9919,1.0037,2615962.3
2024-05-13,1.0043,1.0145,0.9427,0.9684,8567969.40000001
2024-05-14,0.9667,0.9763,0.8847,0.8967,9449640.49999999
2024-05-15,0.897,1.052,0.8856,0.9922,13327863.99999999
2024-05-16,0.9943,1.087,0.9758,1.0241,14097224.90000001
2024-05-17,1.0242,1.1093,1.0108,1.0764,10684028.4
2024-05-18,1.0754,1.0902,1.0518,1.0827,5553264.89999999
2024-05-19,1.0824,1.0909,1.0184,1.0273,4765043.00000001
2024-05-20,1.0277,1.1515,1.0087,1.1473,14975556.69999998
2024-05-21,1.1471,1.1728,1.1185,1.1402,8370477.9
2024-05-22,1.142,1.1541,1.081,1.1048,7413735.79999999
2024-05-23,1.1052,1.133,1.01,1.0733,9740593.9
2024-05-24,1.0731,1.0852,1.0317,1.0681,4153819.5
2024-05-25,1.0675,1.0828,1.0384,1.0629,2922439.8
2024-05-26,1.0621,1.0703,1.0222,1.0411,3356362.2
2024-05-27,1.0416,1.0821,1.0309,1.0739,3635371.9
2024-05-28,1.0727,1.0744,1.0133,1.0298,4048051.9
2024-05-29,1.0308,1.0465,1.0066,1.0157,3402770.39999999
2024-05-30,1.015,1.0342,0.98,1.0127,5022171
2024-05-31,1.012,1.033,0.9942,1.0222,4062619.00000001
2024-06-01,1.0226,1.0356,1.0094,1.0226,3169108.7
2024-06-02,1.0233,1.038,1.0062,1.0171,2912682.8
2024-06-03,1.0141,1.0556,1.013,1.0393,6239389.6
2024-06-04,1.0393,1.0559,1.0121,1.0544,5420511.1
2024-06-05,1.0542,1.1048,1.0466,1.1041,8229965.69999999
2024-06-06,1.1041,1.1375,1.0855,1.1131,11175254.79999999
2024-06-07,1.1135,1.1705,0.9863,1.0808,12539796.8
2024-06-08,1.08,1.1705,1.0637,1.1036,15018931
2024-06-09,1.1039,1.1291,1.0639,1.0934,7605367.5
2024-06-10,1.0938,1.0962,1.031,1.0335,7524373.09999999
2024-06-11,1.0332,1.0431,0.978,0.9925,8650785.20000001
2024-06-12,0.992,1.0543,0.9565,1.0188,12273845.1
2024-06-13,1.0185,1.0204,0.958,0.9674,6599492.4
2024-06-14,0.9665,1.0024,0.9018,0.9295,13066568.80000001
2024-06-15,0.9302,0.9587,0.926,0.9433,3654692.7
2024-06-16,0.944,0.9694,0.9227,0.9691,2401187.6
2024-06-17,0.9697,0.9845,0.86,0.8912,8061513.8
2024-06-18,0.8915,0.894,0.7608,0.7994,15756746.1
2024-06-19,0.7994,0.8756,0.7909,0.8644,8274571.7
2024-06-20,0.864,0.9239,0.8586,0.8936,6615943.5
2024-06-21,0.8942,0.9517,0.8655,0.9201,7963250.19999999
2024-06-22,0.9199,0.9244,0.8873,0.8904,3881866.1
2024-06-23,0.8905,0.9431,0.8762,0.8805,7165697.69999999
2024-06-24,0.8807,0.9,0.8055,0.8947,11912252.49999999
2024-06-25,0.8944,0.9066,0.8691,0.8784,8015150.8
2024-06-26,0.8784,0.8903,0.8204,0.8292,10482914.69999999
2024-06-27,0.8293,0.8705,0.8253,0.8352,6847854.79999999
2024-06-28,0.8352,0.8434,0.7849,0.7894,7689613.9
2024-06-29,0.7897,0.8046,0.7791,0.7813,3540794.2
2024-06-30,0.7813,0.8236,0.7715,0.8187,3591240.69999999
2024-07-01,0.8188,0.8345,0.8048,0.8088,2850351.00000001
2024-07-02,0.8084,0.8351,0.7988,0.824,4171542.5
2024-07-03,0.8241,0.829,0.7665,0.775,4535572.30000001
2024-07-04,0.7753,0.7828,0.669,0.6737,9366950.50000001
2024-07-05,0.6734,0.675,0.573,0.6436,20574706.6
2024-07-06,0.6428,0.7004,0.64,0.6934,4459147.00000001
2024-07-07,0.6939,0.6977,0.6369,0.64,5078311.9
2024-07-08,0.64,0.6968,0.613,0.6705,7573763.19999999
2024-07-09,0.6706,0.7559,0.6666,0.7433,8471407.9
2024-07-10,0.7432,0.7685,0.7195,0.7376,7350562
2024-07-11,0.7384,0.7789,0.7271,0.7557,7713672.49999999
2024-07-12,0.757,0.7717,0.7311,0.7485,6944709.70000001
2024-07-13,0.7483,0.7678,0.7427,0.758,2054506.2
2024-07-14,0.758,0.8194,0.7577,0.807,6683210.89999999
2024-07-15,0.8081,0.8501,0.7932,0.8448,5255003
