time,open,high,low,close
2017-07-14,0.11576274,0.12749684,0.02315007,0.08574069
2017-07-15,0.08570053,0.08743224,0.06473563,0.07486424
2017-07-16,0.07484474,0.08463932,0.07172084,0.07478285
2017-07-17,0.07476241,0.09348675,0.07368202,0.09018601
2017-07-18,0.0901855,0.10203789,0.08557035,0.08650331
2017-07-19,0.09656108,0.11901378,0.09565737,0.10843142
2017-07-20,0.10843502,0.12560329,0.09947438,0.1185254
2017-07-21,0.11857634,0.12049316,0.10752172,0.11109801
2017-07-22,0.11113102,0.12302888,0.10936499,0.1183121
2017-07-23,0.11825577,0.12130539,0.11101436,0.11960399
2017-07-24,0.11961333,0.12030133,0.11484526,0.11640894
2017-07-25,0.11640251,0.11710532,0.10130967,0.10593918
2017-07-26,0.10603141,0.10882442,0.0991463,0.10534822
2017-07-27,0.10536583,0.10911556,0.09972571,0.1081641
2017-07-28,0.10818028,0.10982018,0.10131246,0.10460803
2017-07-29,0.10446903,0.11179188,0.10020621,0.10702982
2017-07-30,0.10704004,0.10899726,0.10099742,0.10737212
2017-07-31,0.10746025,0.10915541,0.1011323,0.10468795
2017-08-01,0.10460209,0.10697691,0.09714196,0.10000555
2017-08-02,0.10001432,0.10236972,0.09737869,0.1007273
2017-08-03,0.10072823,0.10781837,0.09898679,0.10700469
2017-08-04,0.10700469,0.10820676,0.1026549,0.10735867
2017-08-05,0.10732119,0.14470584,0.10711248,0.12976713
2017-08-06,0.12976613,0.13311302,0.12666029,0.13088988
2017-08-07,0.13084921,0.15008229,0.13076809,0.14976989
2017-08-08,0.14960013,0.22696919,0.14939067,0.22582676
2017-08-09,0.22440727,0.2613062,0.19573201,0.24956494
2017-08-10,0.24778736,0.35109858,0.24517,0.35031005
2017-08-11,0.35023546,0.41160701,0.30625813,0.39227419
2017-08-12,0.39262573,0.47483227,0.33425903,0.44589312
2017-08-13,0.44602,1.0238074,0.44270229,0.86096804
2017-08-14,0.86884671,1.46371749,0.72031093,1.31036199
2017-08-15,1.31087123,1.43351594,0.92134205,1.0672509
2017-08-16,1.06603588,1.46687297,1.05947033,1.43747174
2017-08-17,1.4355109,2.12528555,1.31914484,1.96477883
2017-08-18,1.94685146,2.79200548,1.88672601,2.41329199
2017-08-19,2.41167776,2.41320807,1.79158118,2.0633152
2017-08-20,1.98248738,2.69010417,1.86435002,2.51037841
2017-08-21,2.50966016,2.92060341,2.39593311,2.72614053
2017-08-22,2.72642765,2.75140488,2.069532,2.48685765
2017-08-23,2.48567181,2.96668086,2.45658809,2.61121372
2017-08-24,2.61321232,2.68712345,2.27525412,2.36897096
2017-08-25,2.40514541,2.83603598,2.36899465,2.60381768
2017-08-26,2.60273031,2.6043114,1.91043955,2.19670774
2017-08-27,2.19788691,2.32896976,1.83805803,2.00088655
2017-08-28,2.00038141,2.19995772,1.9475834,2.11616247
2017-08-29,2.09623254,2.35350236,1.96395038,2.29162652
2017-08-30,2.27666588,2.37745838,2.04584608,2.36220668
2017-08-31,2.36049908,2.41065644,2.18601421,2.25056769
2017-09-01,2.29298936,2.44160465,2.11887225,2.44157741
2017-09-02,2.44202344,2.88526534,1.72797561,2.00971438
2017-09-03,1.99250893,2.01923158,1.40582108,1.5746722
2017-09-04,1.58008948,1.5814164,0.56766896,1.04358873
2017-09-05,1.02944423,1.14280842,0.72428574,0.98949084
2017-09-06,0.98914676,1.17470335,0.69197324,1.00676488
2017-09-07,1.00728317,1.573619,0.93877077,1.38913144
2017-09-08,1.38911644,1.40200663,0.88331216,1.01311275
2017-09-09,1.01401617,1.050862,0.85810442,0.96900131
2017-09-10,0.97479199,1.00733966,0.84469765,0.9481624
2017-09-11,0.94239015,1.10796853,0.89789122,1.04447956
2017-09-12,1.04386479,1.21034615,0.98500931,1.04038941
2017-09-13,1.04045433,1.0420393,0.87556045,0.93593538
2017-09-14,0.93576913,0.94934201,0.66722675,0.68825994
2017-09-15,0.68837854,0.86526207,0.52188223,0.80459028
2017-09-16,0.80458919,0.93041006,0.74783385,0.80187755
2017-09-17,0.80138174,0.83646585,0.73107887,0.79463777
2017-09-18,0.79462544,0.94256737,0.7860175,0.9047494
2017-09-19,0.90972906,0.91078634,0.78364478,0.8243047
2017-09-20,0.82363164,0.82373081,0.73877209,0.77374231
2017-09-21,0.77318117,0.78840826,0.68011162,0.70204526
2017-09-22,0.69899422,0.74244651,0.67799299,0.71879055
2017-09-23,0.71848913,0.77989048,0.70740927,0.77084512
2017-09-24,0.77150034,0.78748775,0.73513574,0.78494467
2017-09-25,0.78498616,0.93256624,0.77047935,0.92305756
2017-09-26,0.9231494,0.94037749,0.85552733,0.8625843
2017-09-27,0.86241894,1.20145018,0.85367021,1.15120676
2017-09-28,1.15142239,1.4477595,1.13458885,1.37272207
2017-09-29,1.37305229,1.39456769,1.12325353,1.27046225
2017-09-30,1.27025027,1.30927603,1.22260202,1.28170371
2017-10-01,1.27879317,1.52673864,1.25648472,1.51768438
2017-10-02,1.51732132,1.97982545,1.50651521,1.96599735
2017-10-03,1.96584654,2.02969494,1.66543309,1.83964662
2017-10-04,1.84854131,1.85830818,1.51362992,1.63656316
2017-10-05,1.63607736,1.74605155,1.41078494,1.68318709
2017-10-06,1.68273665,1.72897,1.52440413,1.60972267
2017-10-07,1.60909083,1.61007999,1.49088339,1.58852041
2017-10-08,1.57953871,1.61440201,1.15872624,1.19647389
2017-10-09,1.19589405,1.57890793,1.18247962,1.43631086
2017-10-10,1.42933764,1.48122627,1.33453987,1.40415879
