time,open,high,low,close
2015-08-03,0.00017368,0.00017708,0.00017245,0.00017532
2015-08-04,0.00017532,0.00017729,0.0001734,0.00017602
2015-08-05,0.00017602,0.00017602,0.00017325,0.0001751
2015-08-06,0.0001751,0.00017544,0.00016657,0.0001685
2015-08-07,0.0001685,0.00017201,0.00016557,0.00016847
2015-08-08,0.00016847,0.000171,0.00015988,0.00015988
2015-08-09,0.00015988,0.00016189,0.00015684,0.00016178
2015-08-10,0.00016178,0.00016406,0.00015807,0.00016059
2015-08-11,0.00016059,0.00016364,0.00015999,0.00016364
2015-08-12,0.00016364,0.0001656,0.00015916,0.00016161
2015-08-13,0.00016161,0.00016161,0.00015603,0.00015763
2015-08-14,0.00015763,0.00015849,0.00015477,0.00015688
2015-08-15,0.00015688,0.00015799,0.000155,0.00015502
2015-08-16,0.00015502,0.00015513,0.00014539,0.00014892
2015-08-17,0.00014892,0.00015124,0.00014763,0.00015006
2015-08-18,0.00015006,0.00015018,0.0001426,0.00014324
2015-08-19,0.00014324,0.00014324,0.00012991,0.00013155
2015-08-20,0.00013155,0.00013961,0.00013115,0.00013891
2015-08-21,0.00013891,0.00014899,0.00013687,0.00014489
2015-08-22,0.00014489,0.00014621,0.00013605,0.00013699
2015-08-23,0.00013699,0.00014306,0.00013699,0.00013775
2015-08-24,0.00013775,0.00013817,0.00012532,0.00013014
2015-08-25,0.00013014,0.00013079,0.00012014,0.00012919
2015-08-26,0.00012919,0.00013604,0.00012871,0.00013127
2015-08-27,0.00013127,0.00013334,0.00012913,0.00012913
2015-08-28,0.00012913,0.00013351,0.00012627,0.00013248
2015-08-29,0.00013248,0.00013303,0.0001284,0.00013108
2015-08-30,0.00013108,0.00013305,0.00012844,0.00012895
2015-08-31,0.00012895,0.00013034,0.00012692,0.0001288
2015-09-01,0.0001288,0.00013181,0.00012664,0.00012746
2015-09-02,0.00012746,0.00012854,0.00012565,0.00012659
2015-09-03,0.00012659,0.00012774,0.00012245,0.00012253
2015-09-04,0.00012253,0.0001253,0.00012253,0.00012504
2015-09-05,0.00012504,0.00013143,0.00012413,0.00013051
2015-09-06,0.00013051,0.00013523,0.00013007,0.00013425
2015-09-07,0.00013425,0.00013425,0.00013007,0.00013009
2015-09-08,0.00013009,0.00013296,0.00012901,0.00013155
2015-09-09,0.00013155,0.00013385,0.00012871,0.00013092
