time,open,high,low,close,Plot
2023-06-05T00:00:00Z,0.96138777,0.96631726,0.90710704,0.91439461,1.3495767600000002
2023-06-05T12:00:00Z,0.91431961,0.91431961,0.75116454,0.81920485,1.4172734800000002
2023-06-06T00:00:00Z,0.81901309,0.8204291,0.80232346,0.80289442,1.4288644100000003
2023-06-06T12:00:00Z,0.80322417,0.84671021,0.75736194,0.83088267,1.4089536100000002
2023-06-07T00:00:00Z,0.83092373,0.83099873,0.76998906,0.79236538,1.4363309600000003
2023-06-07T12:00:00Z,0.79233845,0.7925639,0.74662477,0.75588459,1.4622861100000002
2023-06-08T00:00:00Z,0.75585959,0.79009711,0.72363602,0.74180095,1.4723126200000003
2023-06-08T12:00:00Z,0.74186111,0.75652019,0.71613844,0.73159403,1.4795658400000002
2023-06-09T00:00:00Z,0.73129403,0.75318111,0.71710008,0.75133041,1.4655571700000003
2023-06-09T12:00:00Z,0.75139256,0.75562529,0.72810393,0.73916997,1.47416148
2023-06-10T00:00:00Z,0.73948919,0.74014121,0.51187697,0.60610566,1.5688088900000001
2023-06-10T12:00:00Z,0.60602333,0.63303867,0.58844557,0.60992394,1.5661067100000001
2023-06-11T00:00:00Z,0.60993256,0.62137308,0.58858644,0.61481354,1.5626223200000002
2023-06-11T12:00:00Z,0.61494108,0.62074483,0.59466913,0.6031838,1.5708710800000003
2023-06-12T00:00:00Z,0.6033588,0.67877388,0.57325999,0.662531,1.5287028500000002
2023-06-12T12:00:00Z,0.66270916,0.68588521,0.64660409,0.66354824,1.5279917500000004
2023-06-13T00:00:00Z,0.6636696,0.7165338,0.66313766,0.69659984,1.5044543400000001
2023-06-13T12:00:00Z,0.69669984,0.72636118,0.66724262,0.69668139,1.5043832300000002
2023-06-14T00:00:00Z,0.69668387,0.70888072,0.66944852,0.68662973,1.5115653400000002
2023-06-14T12:00:00Z,0.68637449,0.68903389,0.62963682,0.65032142,1.5373782700000003
2023-06-15T00:00:00Z,0.65034642,0.65406762,0.62098845,0.64275047,1.5427115200000003
2023-06-15T12:00:00Z,0.64277586,0.65796745,0.63460085,0.64965173,1.53780493
2023-06-16T00:00:00Z,0.64957243,0.66053526,0.63308134,0.63577508,1.54768922
2023-06-16T12:00:00Z,0.6357479,0.72102984,0.6306178,0.70590641,1.4978411100000002
2023-06-17T00:00:00Z,0.70577204,0.76967823,0.70454994,0.75590767,1.4622861100000002
2023-06-17T12:00:00Z,0.75576827,0.77896751,0.73811409,0.754932,1.4629972100000004
2023-06-18T00:00:00Z,0.75473512,0.79073667,0.74643542,0.76265437,1.4574506300000003
2023-06-18T12:00:00Z,0.7625057,0.7625307,0.71547162,0.71933126,1.4883123700000003
2023-06-19T00:00:00Z,0.7192953,0.77081746,0.71224117,0.76588673,1.4551751100000003
2023-06-19T12:00:00Z,0.7657899,0.78754213,0.75270079,0.78293565,1.44308641
2023-06-20T00:00:00Z,0.78243958,0.81079771,0.76686928,0.77637408,1.4477085600000001
2023-06-20T12:00:00Z,0.77657408,0.82627413,0.75032206,0.81834852,1.4179134700000002
2023-06-21T00:00:00Z,0.8183609,0.83001676,0.78188782,0.79099292,1.4373265000000002
2023-06-21T12:00:00Z,0.79089697,0.84744419,0.77081369,0.82869883,1.4105180300000002
2023-06-22T00:00:00Z,0.82864267,0.87399524,0.81096113,0.81450255,1.4206156500000002
2023-06-22T12:00:00Z,0.81435033,0.84084788,0.80023763,0.80784117,1.42538002
2023-06-23T00:00:00Z,0.80782829,0.81140173,0.78108397,0.79469884,1.43469543
2023-06-23T12:00:00Z,0.79459663,0.83033612,0.79087636,0.79850001,1.4319932500000003
2023-06-24T00:00:00Z,0.79832484,0.79832484,0.76031061,0.77257261,1.4504107400000001
2023-06-24T12:00:00Z,0.77264761,0.77865516,0.73777298,0.75219841,1.46491718
2023-06-25T00:00:00Z,0.75268341,0.77450739,0.74587353,0.77178423,1.4509796200000002
2023-06-25T12:00:00Z,0.77173254,0.77538215,0.74406769,0.74543712,1.4697526600000002
2023-06-26T00:00:00Z,0.74543333,0.75522674,0.72613724,0.74826065,1.4676904700000002
2023-06-26T12:00:00Z,0.74826065,0.7571913,0.71245436,0.72320523,1.4855390800000001
2023-06-27T00:00:00Z,0.72307152,0.75402668,0.71883946,0.72958347,1.4809880400000002
2023-06-27T12:00:00Z,0.72963829,0.73172989,0.70467871,0.72286687,1.4857524100000004
2023-06-28T00:00:00Z,0.72283616,0.72283616,0.67346424,0.67668266,1.5186052300000001
2023-06-28T12:00:00Z,0.67652937,0.68390358,0.64337859,0.66294,1.52841841
2023-06-29T00:00:00Z,0.66278069,0.68668474,0.66247645,0.6834452,1.5138408600000002
2023-06-29T12:00:00Z,0.68356903,0.71261119,0.67445139,0.6809303,1.5156186100000002
2023-06-30T00:00:00Z,0.6808803,0.70443977,0.67373434,0.69845758,1.5031032500000001
2023-06-30T12:00:00Z,0.69869642,0.70840034,0.63607742,0.68671823,1.5114942300000003
2023-07-01T00:00:00Z,0.68720273,0.68727893,0.67206373,0.67500316,1.5198141000000003
2023-07-01T12:00:00Z,0.6738702,0.68678951,0.6738702,0.68525416,1.5124897700000002
2023-07-02T00:00:00Z,0.68525416,0.68539546,0.67303191,0.67891901,1.5170408100000004
2023-07-02T12:00:00Z,0.67888387,0.69151119,0.66163475,0.68986138,1.5092187100000003
2023-07-03T00:00:00Z,0.68998638,0.70860268,0.68891084,0.69522976,1.50544988
2023-07-03T12:00:00Z,0.69514535,0.7084128,0.68907623,0.69943199,1.5024632600000003
2023-07-04T00:00:00Z,0.69996262,0.73070396,0.69619415,0.72236373,1.4861079600000002
2023-07-04T12:00:00Z,0.72228603,0.72316007,0.68527755,0.69014878,1.5090764900000002
2023-07-05T00:00:00Z,0.69020424,0.69133545,0.65804954,0.67090946,1.5227296100000003
2023-07-05T12:00:00Z,0.67098447,0.67170148,0.64671137,0.66190622,1.5291295100000002
2023-07-06T00:00:00Z,0.66195622,0.67866695,0.6599872,0.66567152,1.5264273300000002
2023-07-06T12:00:00Z,0.66598945,0.67378754,0.63604887,0.65177127,1.5363116200000002
2023-07-07T00:00:00Z,0.65176191,0.65976836,0.64493227,0.65465436,1.5342494300000002
2023-07-07T12:00:00Z,0.65465436,0.66570088,0.65001401,0.66097219,1.5297695
2023-07-08T00:00:00Z,0.66104656,0.66722471,0.65431184,0.65685767,1.5326850100000002
2023-07-08T12:00:00Z,0.65685767,0.6570846,0.64250558,0.65146652,1.53652495
2023-07-09T00:00:00Z,0.65159265,0.66323438,0.65008252,0.65670056,1.53282723
2023-07-09T12:00:00Z,0.65669189,0.66466559,0.65321049,0.65870996,1.5314050300000002
2023-07-10T00:00:00Z,0.65870996,0.65879398,0.62965787,0.63939266,1.5451292600000002
2023-07-10T12:00:00Z,0.63938506,0.6661211,0.63756784,0.65512239,1.53396499
2023-07-11T00:00:00Z,0.65512059,0.66719591,0.64866989,0.65312047,1.5353871900000002
2023-07-11T12:00:00Z,0.6530254,0.65539509,0.64417698,0.65455955,1.5343205400000002
2023-07-12T00:00:00Z,0.65475062,0.6853992,0.6544084,0.67819049,1.5175385800000003
2023-07-12T12:00:00Z,0.67824049,0.68097248,0.64929246,0.65371559,1.5349605300000002
2023-07-13T00:00:00Z,0.65379059,0.66137414,0.65141118,0.66112343,1.5296983900000003
2023-07-13T12:00:00Z,0.66092343,0.7137162,0.65782731,0.69790074,1.5035299100000004
2023-07-14T00:00:00Z,0.69796362,0.74000031,0.69796362,0.7199801,1.4878146
2023-07-14T12:00:00Z,0.71981711,0.76077963,0.66053545,0.68059598,1.5158319400000004
2023-07-15T00:00:00Z,0.68067019,0.69744707,0.67233647,0.69162022,1.5080098400000002
2023-07-15T12:00:00Z,0.69166695,0.69183061,0.68271767,0.68532588,1.5124897700000002
2023-07-16T00:00:00Z,0.68544112,0.6892912,0.67345343,0.68593193,1.5120631100000002
2023-07-16T12:00:00Z,0.68604487,0.69105269,0.66279504,0.66973887,1.5235829300000003
2023-07-17T00:00:00Z,0.66969261,0.70887258,0.6669474,0.68880975,1.5100009200000002
2023-07-17T12:00:00Z,0.68888521,0.73053364,0.68019687,0.72043068,1.4875301600000002
2023-07-18T00:00:00Z,0.72041837,0.78324468,0.70686677,0.74171386,1.4723837300000002
2023-07-18T12:00:00Z,0.74154925,0.78794067,0.7195395,0.73624294,1.4762947800000004
2023-07-19T00:00:00Z,0.73617006,0.77221118,0.7181088,0.72759,1.48241024
2023-07-19T12:00:00Z,0.72757864,0.727615,0.7057904,0.71028411,1.4947122700000002
2023-07-20T00:00:00Z,0.71028411,0.72527977,0.70661691,0.71594869,1.49073011
2023-07-20T12:00:00Z,0.71491442,0.71552706,0.68509922,0.68857064,1.5101431400000003
2023-07-21T00:00:00Z,0.68792064,0.70449864,0.67642982,0.67986153,1.5163297100000002
2023-07-21T12:00:00Z,0.67981153,0.69074784,0.67773423,0.68480028,1.5128453200000003
2023-07-22T00:00:00Z,0.68480028,0.69376445,0.68433411,0.68900995,1.5098587
2023-07-22T12:00:00Z,0.68875995,0.70257752,0.68648199,0.69397645,1.5063032
2023-07-23T00:00:00Z,0.69445781,0.70218128,0.68815012,0.68815012,1.5104275800000004
2023-07-23T12:00:00Z,0.68832512,0.69144996,0.67493571,0.67795925,1.5176808000000002
2023-07-24T00:00:00Z,0.67763425,0.67795354,0.60948938,0.62860882,1.5528091400000001
2023-07-24T12:00:00Z,0.6284117,0.6372766,0.62537882,0.636094,1.54747589
2023-07-25T00:00:00Z,0.63585008,0.64851934,0.63333256,0.63539047,1.5479736600000003
2023-07-25T12:00:00Z,0.63539342,0.64212262,0.6265651,0.63835728,1.5458403600000001
2023-07-26T00:00:00Z,0.63836195,0.63901399,0.62291593,0.62474195,1.55558243
2023-07-26T12:00:00Z,0.62474195,0.64276198,0.61662389,0.63469812,1.5484714300000002
2023-07-27T00:00:00Z,0.63462326,0.64958104,0.63149551,0.64485947,1.5412182100000003
2023-07-27T12:00:00Z,0.64486932,0.64488447,0.62623549,0.6302043,1.5516713800000002
2023-07-28T00:00:00Z,0.6302043,0.63406228,0.62608547,0.6331893,1.5495380800000003
2023-07-28T12:00:00Z,0.6331893,0.64272811,0.628519,0.62976428,1.5519558200000003
2023-07-29T00:00:00Z,0.62976428,0.63251312,0.6259559,0.62743574,1.5536624600000002
2023-07-29T12:00:00Z,0.62743574,0.64100897,0.62734845,0.63895431,1.5454137000000003
2023-07-30T00:00:00Z,0.63892193,0.63963798,0.62961386,0.63201106,1.5503914
2023-07-30T12:00:00Z,0.63194439,0.6336312,0.60035923,0.62058419,1.55849794
2023-07-31T00:00:00Z,0.62059252,0.62550524,0.61384153,0.62282825,1.55693352
2023-07-31T12:00:00Z,0.62290244,0.63144085,0.62004057,0.63072256,1.5513158300000003
2023-08-01T00:00:00Z,0.63044756,0.63499419,0.61378384,0.63288766,1.5497514100000003
2023-08-01T12:00:00Z,0.63290764,0.64614728,0.62938349,0.64575459,1.54057822
2023-08-02T00:00:00Z,0.6460496,0.64706234,0.63091671,0.63373654,1.5491825300000002
2023-08-02T12:00:00Z,0.63360023,0.63360023,0.60872423,0.61385612,1.5632623100000003
2023-08-03T00:00:00Z,0.61377253,0.61648737,0.59147103,0.59676228,1.5754221200000003
2023-08-03T12:00:00Z,0.59676228,0.6038077,0.58532147,0.59186889,1.5789065100000002
2023-08-04T00:00:00Z,0.59189389,0.59997605,0.5898221,0.59239918,1.57855096
2023-08-04T12:00:00Z,0.59229219,0.59896983,0.57954542,0.59064041,1.5798309400000003
2023-08-05T00:00:00Z,0.59056541,0.59082929,0.58278462,0.58536062,1.5835286600000003
2023-08-05T12:00:00Z,0.58542995,0.5908117,0.58430895,0.5908117,1.5796887200000003
2023-08-06T00:00:00Z,0.5909867,0.60666503,0.59023472,0.6018882,1.5717955100000003
2023-08-06T12:00:00Z,0.60188644,0.60210221,0.59058283,0.59181692,1.5789776200000003
2023-08-07T00:00:00Z,0.59216691,0.59493904,0.58820479,0.59061394,1.5798309400000003
2023-08-07T12:00:00Z,0.59061394,0.59083311,0.56118799,0.5820275,1.5859464000000003
2023-08-08T00:00:00Z,0.58202939,0.59064443,0.57610103,0.59054743,1.57990205
2023-08-08T12:00:00Z,0.59054743,0.60197963,0.58784938,0.59421055,1.5772709800000002
2023-08-09T00:00:00Z,0.5942126,0.60288629,0.59220085,0.59978877,1.5732888200000001
2023-08-09T12:00:00Z,0.59980129,0.62325999,0.5896742,0.59445906,1.5770576500000002
2023-08-10T00:00:00Z,0.59445464,0.60085653,0.58813081,0.59075236,1.5796887200000003
2023-08-10T12:00:00Z,0.59056385,0.60442117,0.59010644,0.60418384,1.5701599800000001
2023-08-11T00:00:00Z,0.604232,0.61422698,0.60403927,0.60532282,1.5693777700000002
2023-08-11T12:00:00Z,0.60563571,0.60719664,0.59670559,0.6045489,1.5699466500000003
2023-08-12T00:00:00Z,0.60447954,0.61167657,0.60249634,0.61158233,1.5648978400000002
2023-08-12T12:00:00Z,0.61158077,0.61313595,0.60632809,0.60747273,1.5678133500000002
2023-08-13T00:00:00Z,0.60719773,0.60967246,0.60206642,0.60707837,1.5680977900000002
2023-08-13T12:00:00Z,0.60693091,0.61246424,0.59680341,0.59999918,1.5731466000000003
2023-08-14T00:00:00Z,0.59934917,0.60238744,0.59188259,0.59942499,1.5735732600000003
2023-08-14T12:00:00Z,0.59939686,0.60339513,0.59159793,0.59950492,1.5735021500000002
2023-08-15T00:00:00Z,0.59951291,0.60204713,0.58623729,0.5869333,1.5824620100000002
2023-08-15T12:00:00Z,0.58665619,0.58984175,0.53941803,0.56069428,1.6010928300000002
2023-08-16T00:00:00Z,0.56069491,0.57740993,0.55210982,0.55275726,1.60671052
2023-08-16T12:00:00Z,0.55269021,0.55269021,0.51134204,0.52561326,1.62605244
2023-08-17T00:00:00Z,0.52561326,0.53557595,0.51192431,0.53074631,1.6224258300000003
2023-08-17T12:00:00Z,0.53059631,0.53136669,0.44276438,0.47559826,1.6616074400000003
2023-08-18T00:00:00Z,0.47561686,0.48226067,0.46830851,0.47916953,1.6590474800000004
2023-08-18T12:00:00Z,0.47884236,0.48603236,0.46635089,0.48358773,1.65591864
2023-08-19T00:00:00Z,0.48322661,0.50570436,0.48288759,0.5022662,1.6426210700000001
2023-08-19T12:00:00Z,0.5021662,0.56325702,0.49935403,0.55780436,1.6031550200000002
2023-08-20T00:00:00Z,0.55806955,0.56908651,0.54127331,0.56478199,1.5981773200000002
2023-08-20T12:00:00Z,0.56473199,0.57265478,0.53734427,0.54277503,1.6138215200000001
2023-08-21T00:00:00Z,0.54257323,0.5442749,0.51865668,0.52878277,1.6237769200000003
2023-08-21T12:00:00Z,0.52878277,0.53111942,0.50137724,0.51521007,1.6334478800000003
2023-08-22T00:00:00Z,0.51523507,0.55727116,0.50594158,0.54645096,1.61119045
2023-08-22T12:00:00Z,0.54649848,0.55723534,0.51411682,0.53588929,1.61872811
2023-08-23T00:00:00Z,0.53596876,0.5847449,0.53585356,0.57525481,1.59071077
2023-08-23T12:00:00Z,0.57530481,0.62239214,0.56791456,0.6019418,1.5717955100000003
2023-08-24T00:00:00Z,0.60175214,0.61944991,0.58730502,0.58854486,1.5813242500000002
2023-08-24T12:00:00Z,0.58847538,0.58883043,0.55706245,0.57230274,1.5928440700000004
2023-08-25T00:00:00Z,0.57230017,0.57230022,0.53478146,0.54630675,1.6113326700000001
2023-08-25T12:00:00Z,0.54552033,0.55903108,0.53784794,0.55591709,1.6045061100000002
2023-08-26T00:00:00Z,0.5563994,0.6013403,0.54794941,0.59826045,1.57435547
2023-08-26T12:00:00Z,0.59802768,0.60050181,0.57685491,0.58788464,1.5817509100000002
2023-08-27T00:00:00Z,0.58770964,0.5929317,0.57468241,0.58265238,1.5854486300000001
2023-08-27T12:00:00Z,0.58237738,0.59062192,0.57991011,0.58227926,1.5857330700000003
2023-08-28T00:00:00Z,0.58218193,0.58220692,0.53815758,0.5433915,1.6133948600000003
2023-08-28T12:00:00Z,0.54342632,0.55037189,0.5396118,0.54709571,1.61076379
2023-08-29T00:00:00Z,0.54683009,0.55112382,0.50726184,0.5136238,1.6345856400000003
2023-08-29T12:00:00Z,0.51361466,0.54915547,0.51149691,0.54636925,1.6112615600000002
2023-08-30T00:00:00Z,0.54634139,0.54671812,0.5221806,0.52457059,1.6267635400000002
2023-08-30T12:00:00Z,0.52464346,0.52757213,0.51653157,0.52418674,1.6270479800000004
2023-08-31T00:00:00Z,0.52410576,0.52410576,0.51403509,0.52055045,1.6296079400000003
2023-08-31T12:00:00Z,0.52029565,0.52032065,0.48330385,0.50132697,1.64333217
2023-09-01T00:00:00Z,0.50128953,0.51511491,0.50128702,0.50376391,1.6415544200000003
2023-09-01T12:00:00Z,0.5037609,0.50585723,0.48122767,0.48802705,1.6527898
2023-09-02T00:00:00Z,0.48802705,0.50021151,0.48646314,0.48987996,1.65143871
2023-09-02T12:00:00Z,0.48987996,0.49374368,0.48307235,0.49018867,1.6512253800000003
2023-09-03T00:00:00Z,0.49021367,0.50150056,0.47755608,0.48098887,1.6577675000000003
2023-09-03T12:00:00Z,0.48093596,0.48738408,0.47320181,0.48360244,1.65591864
2023-09-04T00:00:00Z,0.48360244,0.4912206,0.48088017,0.48173014,1.65726973
2023-09-04T12:00:00Z,0.48138553,0.49290982,0.47277416,0.48180764,1.6571986200000002
2023-09-05T00:00:00Z,0.48233264,0.48256335,0.46807217,0.47806167,1.65982969
2023-09-05T12:00:00Z,0.47799986,0.4921685,0.47481453,0.49125618,1.6504431700000002
2023-09-06T00:00:00Z,0.49126251,0.49242587,0.47908605,0.48611049,1.65414089
2023-09-06T12:00:00Z,0.48607684,0.49679303,0.4746699,0.47867009,1.6594030300000004
2023-09-07T00:00:00Z,0.47877791,0.48526893,0.47733389,0.47771453,1.6601141300000002
2023-09-07T12:00:00Z,0.47770654,0.48659888,0.47742616,0.48551951,1.65456755
2023-09-08T00:00:00Z,0.48551951,0.49027722,0.47369514,0.47837626,1.6596163600000005
2023-09-08T12:00:00Z,0.47867626,0.48166219,0.47773545,0.48147811,1.6574119500000002
2023-09-09T00:00:00Z,0.48128923,0.48355993,0.47878469,0.48169208,1.65726973
2023-09-09T12:00:00Z,0.48179208,0.48179208,0.47830379,0.48049988,1.6581230500000004
2023-09-10T00:00:00Z,0.48034088,0.48042029,0.45182565,0.46138411,1.67170506
2023-09-10T12:00:00Z,0.46135605,0.46347681,0.44591276,0.4544661,1.6766116500000003
2023-09-11T00:00:00Z,0.45452273,0.45467315,0.42299148,0.4306337,1.69360694
2023-09-11T12:00:00Z,0.43065287,0.43575169,0.41901125,0.42643096,1.6965935600000002
2023-09-12T00:00:00Z,0.42643722,0.45666544,0.42607485,0.44699711,1.6819449000000002
2023-09-12T12:00:00Z,0.44714178,0.44805855,0.42466822,0.42817004,1.69531358
2023-09-13T00:00:00Z,0.42807004,0.44233484,0.41944157,0.43701719,1.6890559000000003
2023-09-13T12:00:00Z,0.43701272,0.44237337,0.43118294,0.44099639,1.6862115000000002
2023-09-14T00:00:00Z,0.44121885,0.44883255,0.43700262,0.44001118,1.6869226000000004
2023-09-14T12:00:00Z,0.44001118,0.45129241,0.43651082,0.44534727,1.68315377
2023-09-15T00:00:00Z,0.44535022,0.44620394,0.43355833,0.43408879,1.6911180900000002
2023-09-15T12:00:00Z,0.43438518,0.44682317,0.43323943,0.4458488,1.68279822
2023-09-16T00:00:00Z,0.44597566,0.46434955,0.44586158,0.46379921,1.6699984200000002
2023-09-16T12:00:00Z,0.46380453,0.46567126,0.45110182,0.46511422,1.6690739900000005
2023-09-17T00:00:00Z,0.46508834,0.46511334,0.44309396,0.44603808,1.6826560000000002
2023-09-17T12:00:00Z,0.445873,0.44657212,0.4258954,0.43458994,1.6907625400000001
2023-09-18T00:00:00Z,0.43437923,0.44640031,0.42670873,0.44519683,1.6832248800000003
2023-09-18T12:00:00Z,0.44542183,0.45326197,0.43824128,0.44941557,1.68023826
2023-09-19T00:00:00Z,0.44954772,0.45516188,0.44862359,0.45277284,1.6778205200000003
2023-09-19T12:00:00Z,0.45277284,0.45518158,0.44721116,0.45422988,1.6768249800000004
2023-09-20T00:00:00Z,0.45422988,0.4550008,0.43954644,0.44237593,1.68521596
2023-09-20T12:00:00Z,0.44237593,0.44724435,0.4374339,0.44713399,1.6818737900000003
2023-09-21T00:00:00Z,0.44700927,0.45631966,0.43745957,0.4387831,1.68777592
2023-09-21T12:00:00Z,0.43875769,0.44119149,0.4350068,0.43992805,1.68699371
2023-09-22T00:00:00Z,0.44029276,0.44413152,0.43525844,0.44355551,1.6843626400000002
2023-09-22T12:00:00Z,0.44355606,0.44511666,0.43859308,0.44502509,1.6833671000000003
2023-09-23T00:00:00Z,0.44502509,0.44994629,0.44097882,0.44722418,1.68180268
2023-09-23T12:00:00Z,0.44722418,0.44832014,0.44016662,0.44537993,1.6830826600000002
2023-09-24T00:00:00Z,0.44535493,0.4462854,0.44035464,0.4435502,1.6843626400000002
2023-09-24T12:00:00Z,0.4435252,0.46458969,0.43665066,0.43839225,1.6880603600000001
2023-09-25T00:00:00Z,0.43831725,0.44125026,0.43333694,0.44080956,1.6863537200000003
2023-09-25T12:00:00Z,0.44080956,0.44830935,0.43932354,0.44245772,1.6851448500000004
2023-09-26T00:00:00Z,0.44263272,0.44444982,0.43659665,0.44114482,1.6861403900000003
2023-09-26T12:00:00Z,0.44114482,0.44195259,0.43450254,0.43827522,1.6881314700000005
2023-09-27T00:00:00Z,0.43827522,0.44260156,0.43499607,0.44174309,1.6857137300000002
2023-09-27T12:00:00Z,0.44186902,0.44336679,0.42846745,0.43730932,1.6888425700000003
