time,open,high,low,close,Plot,Plot
2017-09-29,4189.0725,4218.815,4020.5475,4165.45,3870.4398333333324,1
2017-09-30,4166.13,4353.3175,4157.9725,4334.18,3911.2271666666657,1
2017-10-01,4334.1575,4391.0525,4243.23,4386.1175,3956.347999999999,1
2017-10-02,4385.195,4461.8775,4358.1075,4392.8975,4002.2341666666657,1
2017-10-03,4392.855,4423.3075,4200.6275,4308.205,4016.262333333332,1
2017-10-04,4309.155,4344.97,4177.3675,4218.055,4037.2441666666655,1
2017-10-05,4217.7825,4364.14,4146.9675,4315.975,4067.0488333333324,1
2017-10-06,4314.82,4416.09,4294.6225,4362.865,4116.653833333333,1
2017-10-07,4361.1525,4450.105,4317.8325,4426.3275,4170.759833333333,1
2017-10-08,4423.9825,4612.025,4411.0075,4598.9925,4225.040999999999,1
2017-10-09,4599.5925,4872.5975,4551.75,4764.3575,4298.099499999999,1
2017-10-10,4764.3,4918.4075,4706.51,4751.0025,4353.528666666666,1
2017-10-11,4749.88,4870.605,4712.6025,4818.3625,4415.6835,1
2017-10-12,4818.7625,5438.4025,4806.6275,5438.095,4497.929833333333,1
2017-10-13,5437.87,5859.43,5385.2575,5638.67,4594.636833333333,1
2017-10-14,5635.3575,5814.285,5559.5275,5805.1025,4703.946999999999,1
2017-10-15,5803.5325,5838.4875,5445.65,5687.0025,4794.135166666666,1
2017-10-16,5686.3575,5786.84,5562.1375,5746.995,4884.860333333333,1
2017-10-17,5748.59,5769.0475,5520.0825,5597.5175,4965.168333333333,1
2017-10-18,5596.175,5612.95,5104.475,5576.305,5049.708333333333,1
2017-10-19,5576.4975,5740.3675,5522.1,5698.2525,5148.388166666667,1
2017-10-20,5700.5275,6059.4975,5613.7,5987.355,5259.813499999999,1
2017-10-21,5985.1475,6181.9725,5890.0425,6023.475,5370.520833333332,1
2017-10-22,6022.02,6078.46,5739.0125,5986.655,5474.542666666666,1
2017-10-23,5982.465,6054.16,5648.535,5894.89,5560.935833333333,1
2017-10-24,5894.505,5897.25,5472.55,5527.885,5611.837666666665,1
2017-10-25,5526.6575,5760.4175,5379.4275,5745.0775,5678.109333333332,1
2017-10-26,5745.995,5993.8525,5695.9,5890.4075,5749.579,1
2017-10-27,5890.555,5994.5175,5698.985,5777.7525,5772.222833333332,1
2017-10-28,5778.0875,5885.5575,5677.2425,5740.6775,5779.023333333333,1
2017-10-29,5740.93,6280.1925,5698.7575,6135.035,5801.018833333333,1
2017-10-30,6135.395,6216.6925,6027.52,6123.335,5830.107666666666,1
2017-10-31,6123.3375,6458.4575,6086.6425,6439.52,5876.275999999999,1
2017-11-01,6442.4775,6759.84,6357.65,6752.05,5953.244833333332,1
2017-11-02,6752.9125,7356.025,6724.95,7028.69,6050.070499999999,1
2017-11-03,7031.9425,7461.9425,6931.95,7156.8525,6147.310499999999,1
2017-11-04,7156.4575,7514.81,7009.5525,7385.7075,6240.533999999999,1
2017-11-05,7384.7975,7596.1975,7295.54,7384.79,6331.288333333332,1
2017-11-06,7383.5975,7428.22,6922.6075,6970.3625,6396.868833333332,1
2017-11-07,6970.6775,7246.3275,6957.6225,7123.6775,6478.787999999999,1
2017-11-08,7124.5425,7881.0075,7064.695,7461.8275,6607.717499999999,1
2017-11-09,7464.64,7477.145,7086.305,7151.9725,6701.510499999999,1
2017-11-10,7153.275,7357.0575,6422.61,6583.4775,6747.715166666665,1
2017-11-11,6579.505,6841.2475,6200.91,6342.9575,6785.3955,1
2017-11-12,6342.9425,6493.72,5495.165,5871.5225,6794.1185,1
2017-11-13,5861.4375,6823.0175,5824,6534.585,6820.755166666666,1
2017-11-14,6535.965,6759.6975,6481.2025,6620.3375,6853.888666666666,1
2017-11-15,6620.3375,7341.735,6620.3375,7285.1625,6910.264833333333,1
2017-11-16,7285.1625,7935.54,7116.8875,7822.1575,6981.605333333332,1
2017-11-17,7823.41,7982.125,7533.675,7690.6425,7025.735499999999,1
2017-11-18,7689.6925,7854.625,7452.61,7777.645,7067.121666666667,1
2017-11-19,7779.9,8071.2425,7678.265,8023.845,7109.6641666666665,1
2017-11-20,8023.8475,8288.1475,7924.65,8240.5725,7166.716333333333,1
2017-11-21,8237.24,8359.8675,7787.0975,8109.4225,7242.653666666666,1
2017-11-22,8106.3375,8303.7125,8068.5725,8239.0275,7317.010333333334,1
2017-11-23,8239.2525,8281.0475,8012.76,8015.01,7353.889166666667,1
2017-11-24,8014.675,8320.43,7881.5,8199.295,7423.710666666667,1
2017-11-25,8199.705,8754.525,8142.6925,8745.7775,7567.8640000000005,1
2017-11-26,8746.23,9456.4,8689.54,9288.17,7764.211500000001,1
2017-11-27,9290.1525,9735.2175,9280.9,9704.9725,8019.774833333333,1
2017-11-28,9709.395,9957.5375,9587.06,9889.88,8243.461166666668,1
2017-11-29,9897.0825,11428.45,9086.4375,9845.9375,8458.501166666667,1
2017-11-30,9838.725,10762.0975,9082.85,9968.3925,8637.383166666668,1
2017-12-01,9963.125,10954.5225,9424.28,10879.1425,8841.182166666667,1
2017-12-02,10876.895,11174.65,10677.9225,10897.8125,9054.9935,1
2017-12-03,10898.7325,11834.5025,10578.9825,11251.5775,9286.589000000002,1
2017-12-04,11253.3025,11651.9925,10914.075,11640.9725,9527.730833333333,1
2017-12-05,11640.975,11868.75,11477.0925,11710.6875,9759.071833333333,1
2017-12-06,11707.4825,13974.995,11702.9725,13796.59,10138.216333333334,1
2017-12-07,13795.39,17330.155,13421.2275,16734.75,10704.597833333333,1
2017-12-08,16734.75,17285.75,13868.2525,16084.735,11242.5795,1
2017-12-09,16084.7025,16274.62,13587.76,14910.3425,11689.982666666667,1
2017-12-10,14908.725,15876.25,13163.375,15037.4975,12109.430666666665,1
2017-12-11,15037.47,17418.5,14987.5725,16683.4875,12602.451833333333,1
2017-12-12,16681.0125,17645.3775,16247.5,17162.905,13099.647333333332,1
2017-12-13,17164.155,17447.27,15704.1725,16387.6525,13532.832166666665,1
2017-12-14,16382.71,16969.6375,16017.3925,16552.415,13979.930666666665,1
2017-12-15,16552.5425,17925.75,16515.1525,17613.6675,14489.615666666667,1
2017-12-16,17615.29,19603.25,17489.215,19423.67,15059.250833333334,1
2017-12-17,19423.6725,19804.2475,18728.025,19128.2725,15607.948166666667,1
2017-12-18,19128.3225,19302.2525,18114.7875,18948.92,16121.104333333333,1
2017-12-19,18948.8475,19064.1475,16776.19,17694.81,16524.6935,1
2017-12-20,17693.06,17861.4675,15111.31,16445.165,16840.325333333334,1
2017-12-21,16444.4175,17242.735,14878.925,15584.7025,16959.532833333335,1
2017-12-22,15585.775,15790.2075,10843.9825,14023.615,16778.7905,1
2017-12-23,14027.3175,15877.805,13611.845,14814.6275,16694.116666666665,1
2017-12-24,14816.7525,15017.5425,12699.5,14059.955,16637.424166666664,1
2017-12-25,14047.4525,14658.7475,13251.75,13983.735,16567.17333333333,1
2017-12-26,13988.5425,16173.7175,13900.7325,15800.17,16508.285499999998,1
2017-12-27,15799.8725,16506.43,14538.3425,15399.215,16390.706166666663,1
2017-12-28,15403.7275,15503.295,13561.8275,14489.3725,16264.154166666664,1
2017-12-29,14485.4275,15132.485,14059.8275,14470.21,16125.340499999995,1
2017-12-30,14472.9575,14537.41,12290.96,12688.9175,15797.023833333331,1
2017-12-31,12688.915,14266.63,12534.0025,13888.3225,15428.000666666663,1
2018-01-01,13888.35,14024.47,12900.97,13441.9825,15048.914666666666,1
2018-01-02,13429.6775,15270.625,12963.845,14770.635,14770.362333333329,1
2018-01-03,14768.6425,15474.925,14614.9125,15145.865,14600.432666666664,1.02540309678706
2018-01-04,15146.1375,15458.49,14209.8675,15188.8125,14516.675833333331,1.02831021521368
2018-01-05,15188.815,17125.61,14847.695,16955.8775,14608.087499999996,1.1479441639357901
2018-01-06,16955.45,17222.6125,16234.205,17127.915,14815.04083333333,1.15959159416671
2018-01-07,17124.9825,17134.9975,15717.0625,16144.1975,14903.678833333332,1.09299190765915
2018-01-08,16153.8125,16238.775,13806.305,14999.085,14966.287499999999,1.01546513884939
2018-01-09,14997.6575,15402.78,14186.555,14469.6625,14998.682666666666,0.97962241324573
2018-01-10,14467.64,14921.9,13496.7525,14908.0475,14939.207833333332,1.0093022373502
2018-01-11,14902.8875,14992.0175,12814.5025,13339.265,14801.87783333333,1.11551015704303
2018-01-12,13340.705,13960.505,13027.5675,13729.9175,14751.247499999998,1.0890624379348302
2018-01-13,13891.385,15217.275,13662.9425,14240.0275,14735.901999999998,1.05452705845375
2018-01-14,14239.1,14377.165,13122.955,13660.4225,14800.668999999998,1.0937677149808303
2018-01-15,13660.3975,14342.38,13363.0625,13600.735,14781.496499999997,1.09780816007587
2018-01-16,13594.04,13621.2625,10050.655,11472.14,14650.173666666664,1.2419182711566703
2018-01-17,11474.2225,11992.965,9144.25,11204.1375,14412.407166666664,1.26006236106067
2018-01-18,11208.7075,12160.35,10701.885,11284.275,14154.96783333333,1.2546367365647502
2018-01-19,11295.1325,12020.6925,11040.06,11546.3875,13912.139499999997,1.2368914104276703
2018-01-20,11548.37,13029.0675,11520.6775,12782.4175,13633.90883333333,1.1532099199648302
2018-01-21,12790.825,12793.6625,11119.0025,11541.66,13261.49183333333,1.2372116400741102
2018-01-22,11533.6325,11898.32,10019.86,10791.7475,12904.661833333328,1.2879819179095902
2018-01-23,10792,11402.095,9953.385,10836.8675,12627.180666666663,1.2849272114302301
2018-01-24,10836.1875,11482.5025,10491.7825,11381.0325,12421.271999999997,1.2480865847057503
2018-01-25,11381.04,11721.405,10856.0325,11136.71,12169.849499999998,1.2646274953227101
2018-01-26,11132.7775,11609.8,10297.08,11088.1575,12019.775666666663,1.26791441907211
2018-01-27,11080.6725,11563.6375,10834.4,11381.0975,11863.187666666663,1.2480818455777902
2018-01-28,11379.915,11874.2975,11251.775,11621.1475,11688.595666666664,1.2318300217663902
2018-01-29,11618.87,11699.0775,10936.5,11142.7425,11520.750333333332,1.2642192532998704
2018-01-30,11141.41,11185.265,9731.81,9988.305,11279.921666666665,1.3423762745979102
2018-01-31,9989.605,10313.735,9546.02,10115.7975,11189.498833333333,1.33374496854619
2018-02-01,10117.77,10174.8475,8447.8525,9012.8875,11043.4155,1.4084139916656702
2018-02-02,9017.205,9107.9675,7593.5625,8811.005,10878.53083333333,1.4220823137205902
2018-02-03,8800.3925,9487.19,8108.1775,9213.725,10723.019999999997,1.3948167565301504
2018-02-04,9213.055,9349.885,7820.6475,8163.0125,10415.059666666666,1.4659524212463102
2018-02-05,8164.595,8342.005,6513.9375,6878.9575,10104.212833333331,1.55288495348971
2018-02-06,6878.5575,7998.2225,5893.765,7696.395,9897.855999999998,1.49754277120939
2018-02-07,7700.555,8633.025,7187.93,7576.405,9680.49183333333,1.5056663135511101
2018-02-08,7577.425,8636.6875,7553.625,8227.215,9470.23733333333,1.4616052868704301
2018-02-09,8229.2975,8739.5125,7750.83,8685.7175,9306.83783333333,1.4305639987324301
2018-02-10,8685.915,9082.45,8154.865,8554.1725,9137.905499999997,1.4394701742058302
2018-02-11,8553.745,8559.8275,7834.37,8067.4975,8916.998833333328,1.4724186228385903
2018-02-12,8072.7625,8979.5,8067.6425,8894.395,8735.215333333334,1.4164359812653904
2018-02-13,8889.6225,8937.6475,8379.3075,8519.9425,8560.362,1.4417876077782703
2018-02-14,8515.9125,9507.025,8515.76,9483.4825,8526.707166666665,1.3765541884271502
2018-02-15,9479.985,10247.525,9343.89,10025.8525,8520.710833333333,1.33983474797479
2018-02-16,10024.95,10310.095,9709.0225,10183.905,8598.778666666663,1.3291337970411101
2018-02-17,10185.515,11139.295,10051.7325,11105.625,8751.753333333332,1.26673166813695
2018-02-18,11110.27,11294.475,10166.7875,10408.5275,8831.406833333333,1.3139266124357503
2018-02-19,10413.595,11264.0225,10322.725,11161.255,9031.289666666666,1.26296541544531
2018-02-20,11155.9625,11773.775,11060.84,11229.375,9321.317500000001,1.25835356692195
2018-02-21,11231.2975,11284.565,10247.55,10461.6925,9505.670666666667,1.31032758325927
2018-02-22,10463.125,10937.725,9724.6175,9835.875,9656.302,1.3526960642399501
2018-02-23,9833.5425,10408.6675,9580.5825,10157.6025,9784.9945,1.3309150321357903
2018-02-24,10145.325,10537.06,9376.395,9690.955,9852.010333333334,1.36250741315371
2018-02-25,9690.5225,9872.6275,9296.2125,9590.7575,9921.116,1.36929113631931
2018-02-26,9592.1075,10453.6475,9391.51,10311.7,10070.7295,1.3204821804409903
2018-02-27,10314.195,10855.9925,10131.0075,10561.5825,10181.875333333333,1.30356484766035
2018-02-28,10564.57,11060.0375,10259.755,10306.8075,10300.999666666668,1.3208132423799104
2018-03-01,10307.0275,11079.0575,10191.85,10905,10395.7675,1.2803146858885903
2018-03-02,10908.51,11178.5,10774.3125,11022.265,10462.195000000002,1.2723752925190301
2018-03-03,11022.7575,11502.9225,11020.265,11434.805,10545.588333333335,1.2444455803959102
2018-03-04,11437.92,11509.25,11054.505,11478.115,10570.421,1.2415134142252302
2018-03-05,11479.9675,11662.5375,11380.865,11407.6725,10637.030666666666,1.2462830080078302
2018-03-06,11405.4475,11413.82,10560.0175,10713.0325,10607.149166666666,1.2933114058097501
2018-03-07,10709.57,10900.9425,9403.275,9905.0725,10518.862333333333,1.3480117747606302
2018-03-08,9905.6175,10117.175,9044.7375,9291.4725,10440.847666666667,1.3895536164214304
2018-03-09,9296.865,9416.875,8376.5,9246.625,10401.564333333334,1.39258936638895
2018-03-10,9241.335,9516.035,8700.27,8777.0275,10309.526000000002,1.4243821448177503
2018-03-11,8779.0275,9761.4475,8486.2625,9531.515,10298.896666666667,1.3733024696283103
2018-03-12,9534.0825,9894.975,8759.94,9113.485,10267.078500000001,1.4016031877688702
2018-03-13,9113.8825,9483.1675,8836.875,9143.8875,10189.224333333335,1.39954505219767
2018-03-14,9146.5875,9358.3,7927.9125,8194.185,10031.397833333334,1.4638421552675502
2018-03-15,8193.8125,8416.73,7661.1875,8260.1575,9894.954500000002,1.4593751886561104
2018-03-16,8257.5025,8608.7925,7896.1225,8263.8375,9718.877000000002,1.45912604592907
2018-03-17,8262.1575,8349.055,7732.9325,7860.585,9508.098333333335,1.4864268080700702
2018-03-18,7856.3225,8293.4375,7314.8425,8190.1825,9291.79016666667,1.4641129625795501
2018-03-19,8194.5075,8750.23,8101.545,8598.785,9099.834833333336,1.43644931864047
2018-03-20,8596.1975,9042.815,8315.4275,8903.3125,8932.877500000004,1.4158327579779104
2018-03-21,8906.735,9182.975,8751.2075,8892.0325,8811.477500000003,1.4165964345977502
2018-03-22,8890.7475,9097.43,8488.1025,8710.45,8731.836000000003,1.4288897325259902
2018-03-23,8710.805,8927.1275,8274.5125,8922.4225,8707.232666666669,1.4145389760448301
2018-03-24,8922.0475,9012.25,8498.25,8537.1675,8659.935500000001,1.4406211052818303
2018-03-25,8532.615,8678.825,8368.095,8452.075,8638.272,1.44638185382635
2018-03-26,8453.6575,8498.3575,7840.775,8143.28,8545.723,1.4672881783127503
2018-03-27,8146.1025,8220.85,7740.1775,7791.6175,8457.5985,1.4910962031472301
2018-03-28,7792.47,8100.62,7732.155,7940.075,8377.344333333334,1.4810451897623502
2018-03-29,7938.2575,7966.25,6905.6325,7083.7675,8303.316499999999,1.5390189420970302
2018-03-30,7082.3125,7273.4,6575,6835.18,8208.318000000001,1.5558489395195503
2018-03-31,6832.585,7218.475,6784.1675,6922.18,8118.874166666667,1.54995888048355
2018-04-01,6923.4725,7042.6675,6442.2625,6812.6375,8049.011,1.55737493872267
2018-04-02,6815.535,7113.6025,6766.27,7050.615,7973.039833333334,1.54126325769523
2018-04-03,7050.59,7514.135,7012.0125,7418.625,7894.362500000001,1.51634830797295
2018-04-04,7417.265,7427.1725,6706.335,6794.085,7753.747333333335,1.55863080763207
2018-04-05,6793.94,6930.155,6568.4225,6774.51,7612.579166666667,1.5599564094243101
2018-04-06,6774.98,6848.25,6511.6675,6611.62,7472.657166666668,1.5709843601872302
2018-04-07,6615.775,7070.1625,6602.69,6897,7337.629000000002,1.5516636125125904
2018-04-08,6894.8,7104.5275,6885.725,7021.1225,7236.5593333333345,1.5432604616212302
2018-04-09,7026.335,7177.1125,6612.285,6773.91,7124.681666666667,1.5599970305211102
2018-04-10,6775.9125,6889.405,6653.08,6830.335,7037.152,1.5561766163670703
2018-04-11,6827.845,6973.69,6803.7375,6941.09,6980.4501666666665,1.54867863891607
2018-04-12,6941.0675,8174.0425,6762.85,7920.0175,6979.113,1.4824032884320302
2018-04-13,7919.9375,8230.8275,7746.6875,7887.1375,7032.671,1.4846293245366702
2018-04-14,7884.3575,8193.325,7825.4675,8001.6225,7110.4338333333335,1.4768788192672302
2018-04-15,8002.395,8411.2475,7999.7525,8357.55,7206.125166666667,1.4527817076271903
2018-04-16,8360.46,8417.1925,7903.2475,8051.6125,7288.723500000001,1.4734944048855103
2018-04-17,8053.95,8167.455,7812.28,7891.5925,7344.788666666666,1.48432805140207
2018-04-18,7891.5725,8253.5775,7873.7875,8165.4725,7394.5785000000005,1.4657858747494301
2018-04-19,8165.995,8300.43,8091.4025,8272.5775,7493.144666666666,1.4585343319523503
2018-04-20,8270.95,8935.6325,8218.5275,8862.335,7632.333,1.4186071788893502
2018-04-21,8862.85,9043.8175,8612.52,8925.1825,7786.5705,1.41435211899955
2018-04-22,8925.0125,9035.13,8757.3775,8799.1925,7913.383333333333,1.42288187230927
2018-04-23,8793,9004.8725,8776.555,8941.3375,8041.397666666668,1.44586608698383
2018-04-24,8941.3275,9738.9225,8933,9651.1975,8233.216833333334,1.5606547124029901
2018-04-25,9651.265,9757.9425,8718.8575,8862.92,8368.7225,1.43318510199331
2018-04-26,8860.7875,9315.0075,8630.5725,9279.7375,8524.632333333335,1.50058739941423
2018-04-27,9277.9025,9376.68,8901.04,8921.945,8591.4275,1.4427306075274902
2018-04-28,8919.4725,9437.2075,8865.725,9339.5325,8688.253833333332,1.5102558015129701
2018-04-29,9337.5275,9527.8425,9175.4375,9396.8725,8781.2705,1.5195280238970101
2018-04-30,9396.505,9446.4425,9110.645,9243.395,8840.326833333333,1.49471100315619
2018-05-01,9245.66,9247.665,8823.3,9070.0825,8908.224833333334,1.46668411819627
2018-05-02,9068.375,9257.8025,8979.8075,9210.32,8996.139999999998,1.48936176847771
2018-05-03,9216.425,9796.475,9157.385,9730.3925,9100.467999999999,1.57346021101813
2018-05-04,9730.955,9772.4075,9499.47,9690.46,9194.9935,1.56700329019855
2018-05-05,9687.03,9949.775,9616.1575,9807.7725,9258.022666666666,1.5859730217624102
2018-05-06,9808.41,9896.8525,9382,9607.08,9303.4825,1.55352024341827
2018-05-07,9606.715,9624.7525,9178.2125,9359.5825,9340.841833333334,1.51349800693327
2018-05-08,9357.0025,9455.4325,9041.25,9174.905,9356.413,1.48363575880525
2018-05-09,9179.765,9390.535,8961.97,9305.605,9333.3735,1.5047691167293902
2018-05-10,9304.695,9390.8,8996.3125,9015.02,9343.5135,1.4577805855059103
2018-05-11,9011.27,9015.185,8344.295,8405.2475,9285.214166666667,1.5563806671756102
2018-05-12,8412.0225,8652.2775,8219.11,8475.4775,9255.449666666666,1.54502407228288
2018-05-13,8479.865,8763.705,8334.64,8691.595,9212.253833333332,1.51007784243427
2018-05-14,8693.46,8891.7075,8286.5525,8671.9725,9163.927166666666,1.5132505092688902
2018-05-15,8671.16,8855.0325,8415.025,8472.7075,9112.548,1.5454719972131499
2018-05-16,8476.89,8500.215,8097.66,8345.1075,9064.216333333334,1.56610565104075
2018-05-17,8345.265,8492.6575,7989.7,8062.51,8987.695666666665,1.6118036962733502
2018-05-18,8060.29,8278.525,7927.11,8237.32,8888.1575,1.58353591394104
2018-05-19,8237.35,8392.75,8151.5775,8235.1525,8791.136999999999,1.5838868154207102
2018-05-20,8232.7625,8596.675,8164.655,8517.3525,8705.108999999999,1.5382534524885099
2018-05-21,8520.1,8589.4975,8309.28,8392.9275,8624.1655,1.5583728820279301
2018-05-22,8396.195,8407.11,7948.705,7986.6625,8532.637499999999,1.6240690774867002
2018-05-23,7986.66,8031.66,7436.9275,7501.415,8421.071499999998,1.70253517610194
2018-05-24,7504.48,7735.04,7265.0575,7578.88,8305.956499999997,1.69000944862948
2018-05-25,7578.63,7658.2225,7316.015,7464.735,8202.604166666664,1.7084665430486203
2018-05-26,7464.21,7636.4225,7269.57,7334.285,8131.206666666664,1.7295610582665701
2018-05-27,7333.0325,7398.3175,7215.575,7342.2625,8055.658999999998,1.7282722634311
2018-05-28,7342.575,7445.8975,7079.7725,7105.2875,7949.905166666664,1.76659167524557
2018-05-29,7106.43,7530.875,7047.96,7463.0125,7869.307833333331,1.70874629399785
2018-05-30,7463.0625,7563.2,7268.84,7379.63,7796.435999999998,1.7222293195162302
2018-05-31,7376.2725,7606.7875,7335.105,7486.93,7739.224166666664,1.70487829243393
2018-06-01,7488.7975,7608.9325,7351.385,7512.7825,7702.575666666665,1.70069819877058
2018-06-02,7512.7625,7697.4025,7438.555,7639.51,7662.7216666666645,1.68020522894635
2018-06-03,7638.0325,7784.65,7585.3,7709.2075,7627.658666666664,1.6689343381016501
2018-06-04,7711.3325,7756.5175,7446.5775,7492.7825,7559.3539999999975,1.7039323137905802
2018-06-05,7494.435,7679.1575,7351.6825,7615.6225,7507.533666666665,1.6840683793377402
2018-06-06,7615.6225,7694.095,7482.5,7657.825,7485.611166666666,1.6772427795880303
2018-06-07,7654.67,7748,7629.97,7686.2175,7497.931333333332,1.67265195331714
2018-06-08,7682.9375,7695.5,7537.3625,7624,7500.939333333332,1.68271328514436
2018-06-09,7624.405,7682.5675,7462.2275,7496.46,7503.054333333332,1.7033372366269
2018-06-10,7496.71,7496.71,6632.975,6772.345,7465.591666666665,1.82042998798351
2018-06-11,6772.42,6911.7725,6644.1775,6879.1525,7434.7176666666655,1.80315981377671
2018-06-12,6879.1875,6883.0475,6451.3625,6549.965,7397.696166666666,1.8563901128908902
2018-06-13,6550.1575,6624.385,6125.01,6300.405,7320.188999999999,1.89674540011045
2018-06-14,6301.0525,6726.08,6271.025,6641.2375,7270.962833333333,1.8416312289971202
2018-06-15,6638.3125,6667.3225,6365.155,6389.6,7197.807499999999,1.88232286417876
2018-06-16,6389.2025,6551.95,6330.4525,6485.1175,7129.2964999999995,1.8668767308432401
2018-06-17,6486.11,6573.575,6428.285,6446.43,7049.757833333333,1.87313312634943
2018-06-18,6448.17,6800.16,6376.44,6708.57,6983.048666666667,1.83074358078229
2018-06-19,6710.775,6839.0425,6663.4875,6738.5225,6932.764666666667,1.82590049353984
2018-06-20,6735.1275,6813.8675,6545.55,6756.5975,6875.4963333333335,1.8229768535617599
2018-06-21,6757.7625,6788.1675,6681.0825,6717.83,6812.83,1.8292461855280302
2018-06-22,6717.83,6729.5675,5937.815,6059.7875,6704.401333333333,1.9356550379160702
2018-06-23,6062.66,6265.6225,6038.57,6170.58,6607.506666666666,1.91773965776278
2018-06-24,6170.3175,6260.0025,5743.85,6150.87,6517.800666666666,1.92092687811499
2018-06-25,6149.29,6349.0525,6071.5825,6246.9125,6482.771833333333,1.90539665778895
2018-06-26,6247.1,6275.45,6029.095,6071.065,6428.899333333334,1.93383099704479
2018-06-27,6071.9775,6193.4375,5988.8925,6134.4525,6401.1985,1.9235820865464102
2018-06-28,6134.0225,6161.54,5820,5852.18,6371.316833333333,1.9692267688811802
2018-06-29,5849.745,6376.9975,5784.4,6201.4975,6342.0008333333335,1.9127397159418602
2018-06-30,6201.865,6521.69,6189.765,6386.4525,6341.791,1.8828322372944102
2018-07-01,6386.235,6431.5,6256.1575,6347.705,6332.630166666667,1.88909671808815
2018-07-02,6346.33,6672.54,6270.845,6614.4,6343.828166666667,1.84597141135396
2018-07-03,6612.74,6669.865,6465.04,6503.6175,6330.164666666667,1.86388517444974
2018-07-04,6503.975,6793.3575,6384.445,6584.91,6319.923833333333,1.85074011395095
2018-07-05,6582.6825,6703.8,6447.8725,6530.5775,6304.855833333334,1.85952558740278
2018-07-06,6529.865,6638.86,6450.8175,6593.61,6296.574500000001,1.8493332739172499
2018-07-07,6600.7525,6837.65,6508.8425,6755.6275,6342.963833333333,1.8231337081402301
2018-07-08,6755.2125,6780.475,6673.775,6703.5375,6378.494333333333,1.83155696070982
2018-07-09,6702.955,6807.3775,6618.75,6664.815,6412.757333333333,1.8378182073885403
2018-07-10,6663.9525,6682.8125,6272.37,6301.69,6416.409166666667,1.8965384167491701
2018-07-11,6302.4725,6400.15,6283.1375,6381.985,6437.137166666667,1.8835534449438702
2018-07-12,6381.685,6381.9025,6073.8275,6246.47,6444.6050000000005,1.90546780831939
2018-07-13,6245.315,6339.875,6124.24,6214.195,6468.739333333334,1.9106860529041603
2018-07-14,6219.155,6323.15,6184.7975,6248.2625,6471.857000000001,1.9051783550251
2018-07-15,6249.365,6388.04,6232.165,6345.355,6469.117166666668,1.889476726603
2018-07-16,6349.0475,6750.6625,6331.6,6726.5175,6494.371333333334,1.8278409625518401
2018-07-17,6726.41,7470.1975,6661.555,7316.35,6541.1680000000015,1.7324620594395101
2018-07-18,7315.2775,7591.965,7236.2075,7374.955,6599.257166666668,1.7229844853734002
2018-07-19,7378.99,7564.495,7281.6075,7470.0775,6658.268333333335,1.7076030343382802
2018-07-20,7470.82,7682.6725,7258.8925,7330.025,6711.564833333336,1.73024992476583
2018-07-21,7330.0275,7452.62,7207.895,7405.8525,6765.714333333336,1.7481432203791303
2018-07-22,7402.965,7575.105,7329.47,7398.9675,6808.603666666669,1.7465191998122502
2018-07-23,7397.8875,7815.975,7375.7025,7718.3325,6876.256666666669,1.8219039684516103
2018-07-24,7716.5175,8489.015,7695.5325,8397.7825,6991.787833333336,1.9822878019060604
2018-07-25,8391.55,8483.61,8048.3275,8164.3025,7115.962000000003,1.9271749644125802
2018-07-26,8163.9775,8302.3075,7844.755,7927.3375,7218.985500000003,1.8712406746556203
2018-07-27,7927.3675,8273.9875,7795.3175,8184.1175,7348.162000000003,1.9318534655224
2018-07-28,8183.5775,8243.495,8061.025,8233.105,7482.756000000004,1.9434151700813802
2018-07-29,8229.2625,8290.0375,8120.7375,8215.66,7613.915833333337,1.9392984667839401
2018-07-30,8214.5025,8279.9475,7850.6625,8166.77,7735.343500000004,1.9277580066800504
2018-07-31,8166.7975,8172.5025,7634.57,7725.9375,7801.971500000003,1.8237003051542204
2018-08-01,7727.33,7755.135,7432.75,7603.06,7821.085500000004,1.7946945424713403
2018-08-02,7602.9125,7706.055,7457.305,7535.2725,7831.773333333337,1.7786927467985503
2018-08-03,7534.9075,7538.04,7279.3775,7414.94,7828.0975000000035,1.7502889103432202
2018-08-04,7413.2475,7490.095,6930.8425,7013.51,7806.996500000005,1.84504132497709
2018-08-05,7008.7875,7086.6675,6884.995,7030.395,7781.966000000004,1.84105445797513
2018-08-06,7028.605,7166.2075,6835.765,6935.35,7751.05816666667,1.86349091200333
2018-08-07,6934.37,7151.1325,6662.1175,6718.47,7684.400666666671,1.91468521131565
2018-08-08,6717.02,6717.0475,6116.715,6279.1225,7543.156666666672,2.0183933236490503
2018-08-09,6281.4975,6629.3325,6185.4075,6541.67,7434.981166666671,1.9564186681508502
2018-08-10,6543.7625,6584.23,6007.8125,6134.1725,7315.436833333339,2.05260862098085
2018-08-11,6132.7875,6488.3375,5995.65,6233.8525,7185.419166666672,2.0290792602493304
2018-08-12,6238.285,6485.2425,6165.425,6314.31,7057.499500000005,2.01008676060589
2018-08-13,6313.935,6545.0875,6143.5675,6253.4025,6926.682333333339,2.02446450300313
2018-08-14,6251.8275,6391.145,5889,6195.4,6795.257666666672,2.0381553429151302
2018-08-15,6194.68,6634.1475,6187.175,6270.1375,6698.204333333339,2.0205130433457703
2018-08-16,6269.4775,6479.845,6207.8525,6314.81,6612.321000000005,2.00996873612389
2018-08-17,6314.895,6586.8625,6290.6225,6583.9,6548.896166666672,1.94645032040113
